filename,true_text,predicted_text,correct,char_count,segments_found
26pw3-0.png,26pw3,26pw3,True,5,5
273u-0.png,273u,273u,True,4,4
27hibrae-0.png,27hibrae,osli8xoe,False,8,8
29bgk-0.png,29bgk,29bqk,False,5,5
2aidl-0.png,2aidl,2aidl,True,5,5
2bdh-0.png,2bdh,2bdh,True,4,4
2bjj1pos-0.png,2bjj1pos,2bjl1pos,False,8,8
2c5ol-0.png,2c5ol,2c50l,False,5,5
2cteaog-0.png,2cteaog,2cteadg,False,7,7
2d76-0.png,2d76,2d76,True,4,4
2doqj-0.png,2doqj,2ooqj,False,5,5
2ennujkj-0.png,2ennujkj,2ennujkj,True,8,8
2flvu7n-0.png,2flvu7n,2flvu7n,True,7,7
2fxuos-0.png,2fxuos,2fxuos,True,6,6
2fyohm-0.png,2fyohm,gllfyrolllm,False,6,11
2gblw7-0.png,2gblw7,26blgj7,False,6,7
2gqulnll-0.png,2gqulnll,2cqulnll,False,8,8
2gslhci-0.png,2gslhci,2l0slhcj,False,7,8
2k1xlp-0.png,2k1xlp,2k1xlp,True,6,6
2llyxsn-0.png,2llyxsn,2llyhsn,False,7,7
2lulzl-0.png,2lulzl,2lulzl,True,6,6
2lzly-0.png,2lzly,2lzly,True,5,5
2mo9qj39-0.png,2mo9qj39,2mo9qj39,True,8,8
2mvjsa-0.png,2mvjsa,2mvjsa,True,6,6
2n2lt3lx-0.png,2n2lt3lx,2n2lt3lx,True,8,8
2njlt4-0.png,2njlt4,2njlx4,False,6,6
2o6f-0.png,2o6f,2o6f,True,4,4
2oa73-0.png,2oa73,2oa73,True,5,5
2oy2f9-0.png,2oy2f9,2oy2f9,True,6,6
2p6wwybk-0.png,2p6wwybk,2p6wwybk,True,8,8
2qhqtv2-0.png,2qhqtv2,2qihjqiziar2,False,7,12
2rs4jvyr-0.png,2rs4jvyr,2rsqjuyr,False,8,8
2sp9gvbi-0.png,2sp9gvbi,2sp9gvbl,False,8,8
2sxkz2vj-0.png,2sxkz2vj,2sxkz2uj,False,8,8
2t02x-0.png,2t02x,2t02x,True,5,5
2txh8-0.png,2txh8,2txh8,True,5,5
2tyw3-0.png,2tyw3,2tm5,False,5,4
2u6t6-0.png,2u6t6,206t6,False,5,5
2v2n13je-0.png,2v2n13je,2v2n13je,True,8,8
2vapwy-0.png,2vapwy,2vapwy,True,6,6
2w02hm0-0.png,2w02hm0,2w02hm0,True,7,7
2x7qps0-0.png,2x7qps0,2x7qpi0,False,7,7
2y11w-0.png,2y11w,n11w,False,5,4
2y43vf-0.png,2y43vf,2yua2af,False,6,7
2ybig03-0.png,2ybig03,2ybig03,True,7,7
2yjlz-0.png,2yjlz,2yjlz,True,5,5
2yqdk-0.png,2yqdk,2yqdk,True,5,5
2zkfhs1n-0.png,2zkfhs1n,2zkfhs1a,False,8,8
2zs3-0.png,2zs3,2zs3,True,4,4
30rju0c-0.png,30rju0c,30du0c,False,7,6
31qylq-0.png,31qylq,31qylq,True,6,6
327gm-0.png,327gm,327gm,True,5,5
32evcjk8-0.png,32evcjk8,32eyc2b0,False,8,8
32llr-0.png,32llr,32llr,True,5,5
345ar-0.png,345ar,345ar,True,5,5
35av6-0.png,35av6,35av6,True,5,5
36ev8oi-0.png,36ev8oi,36ev8oi,True,7,7
379cfumx-0.png,379cfumx,3p9cfumh,False,8,8
386h7-0.png,386h7,386h7,True,5,5
38v2mv-0.png,38v2mv,30y2my,False,6,6
39fyn9-0.png,39fyn9,39fyn9,True,6,6
39uww47-0.png,39uww47,39uww47,True,7,7
3aa8-0.png,3aa8,3ao8,False,4,4
3aut4-0.png,3aut4,3aut4,True,5,5
3c0l-0.png,3c0l,xw,False,4,2
3e006-0.png,3e006,mdo6,False,5,4
3easf-0.png,3easf,3e8f,False,5,4
3eyys-0.png,3eyys,3eyys,True,5,5
3flp3ljj-0.png,3flp3ljj,j7fjpo7lvvvrrijj,False,8,16
3fv5o-0.png,3fv5o,3tv5q,False,5,5
3g34h-0.png,3g34h,3d4h,False,5,4
3g79jlr-0.png,3g79jlr,3g79jlr,True,7,7
3h09-0.png,3h09,3409,False,4,4
3ia0oel-0.png,3ia0oel,3aqel,False,7,5
3ido1q0-0.png,3ido1q0,3ido1q0,True,7,7
3j61hll-0.png,3j61hll,jj61l1ll,False,7,8
3ll4-0.png,3ll4,3h4,False,4,3
3lsrj-0.png,3lsrj,3lrj,False,5,4
3ltl6jon-0.png,3ltl6jon,3ltl6j0n,False,8,8
3m22-0.png,3m22,3m22,True,4,4
3mlhaz-0.png,3mlhaz,3nwr,False,6,4
3mtklt8z-0.png,3mtklt8z,3mtk1t8z,False,8,8
3n6o-0.png,3n6o,3k0,False,4,3
3nnz7pka-0.png,3nnz7pka,wnz7m,False,8,5
3nw0pr-0.png,3nw0pr,3nwopr,False,6,6
3ov5w-0.png,3ov5w,3ovsw,False,5,5
3oznefk-0.png,3oznefk,30znefk,False,7,7
3psc-0.png,3psc,3p5c,False,4,4
3q9kl33x-0.png,3q9kl33x,2q9kl32x,False,8,8
3r677-0.png,3r677,3r677,True,5,5
3sf2j-0.png,3sf2j,3sf2j,True,5,5
3sl0de-0.png,3sl0de,3sl0dc,False,6,6
3smhli-0.png,3smhli,3smhli,True,6,6
3v02-0.png,3v02,3v02,True,4,4
3v1p-0.png,3v1p,3v1p,True,4,4
3vslm-0.png,3vslm,3vslm,True,5,5
3w4cxb4-0.png,3w4cxb4,3w4vcxb4,False,7,8
3wif-0.png,3wif,jwv,False,4,3
3wpp-0.png,3wpp,3wpp,True,4,4
3y9sdh-0.png,3y9sdh,3y96dh,False,6,6
3ymowwi-0.png,3ymowwi,3ymowwl,False,7,7
3yyklwn-0.png,3yyklwn,3yymlwn,False,7,7
3za8zi-0.png,3za8zi,3za8zi,True,6,6
40q5v7l2-0.png,40q5v7l2,40q5v7l2,True,8,8
40rw5-0.png,40rw5,4orw5,False,5,5
40zs1-0.png,40zs1,g0zs1,False,5,5
42fs-0.png,42fs,47l2fs,False,4,6
42g6nro-0.png,42g6nro,y2g6qao,False,7,7
438j245-0.png,438j245,y38i245,False,7,7
43uquhed-0.png,43uquhed,43uquhed,True,8,8
45weu-0.png,45weu,4sljmj,False,5,6
48nd6j-0.png,48nd6j,48nd6j,True,6,6
48qgg4t-0.png,48qgg4t,48qg64t,False,7,7
4943m-0.png,4943m,4g4gm,False,5,5
49uqb-0.png,49uqb,4ynj9,False,5,5
4azbsnf4-0.png,4azbsnf4,44z8snf4,False,8,8
4b3eze4x-0.png,4b3eze4x,ydjeze1x,False,8,8
4bsoa-0.png,4bsoa,4bsoa,True,5,5
4bvb5-0.png,4bvb5,4bvb5,True,5,5
4bzcur8r-0.png,4bzcur8r,48zcur8r,False,8,8
4cjt-0.png,4cjt,4cjt,True,4,4
4cyx-0.png,4cyx,4cyx,True,4,4
4d3bh-0.png,4d3bh,1hl,False,5,3
4d6ddrc-0.png,4d6ddrc,4d6ddrc,True,7,7
4dbe-0.png,4dbe,4dbe,True,4,4
4drah-0.png,4drah,8dpah,False,5,5
4dxxn2-0.png,4dxxn2,4dxxn2,True,6,6
4dzwx-0.png,4dzwx,qd2wx,False,5,5
4eb0ys-0.png,4eb0ys,4eb0ys,True,6,6
4edetz3-0.png,4edetz3,4edetz3,True,7,7
4erp-0.png,4erp,asrs,False,4,4
4fxwgg4-0.png,4fxwgg4,4fxwgq4,False,7,7
4g453z3p-0.png,4g453z3p,4g4s3z3p,False,8,8
4gbj3dq-0.png,4gbj3dq,4gb33dq,False,7,7
4ggz8z-0.png,4ggz8z,4ssz8z,False,6,6
4hdb-0.png,4hdb,4hdb,True,4,4
4hjvpr-0.png,4hjvpr,4hjvpr,True,6,6
4howdgcj-0.png,4howdgcj,4howdgcj,True,8,8
4hqru-0.png,4hqru,4hqru,True,5,5
4hty698-0.png,4hty698,4hty6a8,False,7,7
4hycg-0.png,4hycg,4hyc6,False,5,5
4ina3nwq-0.png,4ina3nwq,4irii1a3rii1wq,False,8,14
4jyag-0.png,4jyag,41yag,False,5,5
4khjkel-0.png,4khjkel,4wxl,False,7,4
4kw6xv-0.png,4kw6xv,4kw6xv,True,6,6
4lg11-0.png,4lg11,4lg11,True,5,5
4lkb-0.png,4lkb,4lhb,False,4,4
4ll943lc-0.png,4ll943lc,tthk3lc,False,8,7
4mby0ex-0.png,4mby0ex,4mby0ex,True,7,7
4n6z-0.png,4n6z,4a6z,False,4,4
4nilkw-0.png,4nilkw,toitkw,False,6,6
4nt8w-0.png,4nt8w,4nt8w,True,5,5
4o2pd-0.png,4o2pd,402pd,False,5,5
4o2s-0.png,4o2s,4o2s,True,4,4
4ofpfnr-0.png,4ofpfnr,4offfrlt7,False,7,9
4otur3lm-0.png,4otur3lm,4otur3lm,True,8,8
4ox0xwz-0.png,4ox0xwz,4oxoxwz,False,7,7
4pz2t1zb-0.png,4pz2t1zb,ypz2t1zb,False,8,8
4rlub61-0.png,4rlub61,4rw61,False,7,5
4sc9-0.png,4sc9,4sc9,True,4,4
4sotv-0.png,4sotv,e1s0tv,False,5,6
4vzdt-0.png,4vzdt,4vzdt,True,5,5
4w2d1-0.png,4w2d1,422dl,False,5,5
4wqu-0.png,4wqu,4wqu,True,4,4
4y8soox-0.png,4y8soox,hy8s0ox,False,7,7
4zr0ay-0.png,4zr0ay,4z70ay,False,6,6
505bfqaw-0.png,505bfqaw,s05bf4ml,False,8,8
50qszg-0.png,50qszg,5nqszq,False,6,6
51tm1m-0.png,51tm1m,51tnl1nl,False,6,8
52cr-0.png,52cr,r2cr,False,4,4
5541y-0.png,5541y,5541y,True,5,5
56zqhv-0.png,56zqhv,5bzqhv,False,6,6
57aktxh-0.png,57aktxh,57aktxh,True,7,7
57l7ozfm-0.png,57l7ozfm,57l70zfm,False,8,8
57mwra-0.png,57mwra,s7mwra,False,6,6
57z6amy5-0.png,57z6amy5,57zeamv5,False,8,8
58vxyzo-0.png,58vxyzo,58vxyz0,False,7,7
59cjavrg-0.png,59cjavrg,59cjavrg,True,8,8
5ao2-0.png,5ao2,5ao2,True,4,4
5ax4gqv8-0.png,5ax4gqv8,sax46qv8,False,8,8
5bsl06-0.png,5bsl06,5hsl06,False,6,6
5buf-0.png,5buf,5buc,False,4,4
5bv9m-0.png,5bv9m,5bvgm,False,5,5
5d7659-0.png,5d7659,6y7o59,False,6,6
5dhl0wds-0.png,5dhl0wds,8dhl0wds,False,8,8
5e8nthf-0.png,5e8nthf,sre8n4hf5,False,7,9
5ew8rwby-0.png,5ew8rwby,5ew8rwby,True,8,8
5fh6qvjv-0.png,5fh6qvjv,sfw6qvjv,False,8,8
5fx3r3h-0.png,5fx3r3h,5fl1r3n,False,7,7
5g22f-0.png,5g22f,s622f,False,5,5
5g3zxw6n-0.png,5g3zxw6n,5g3zxw6n3,False,8,9
5gnom-0.png,5gnom,5gq0m,False,5,5
5gxru5c-0.png,5gxru5c,sghrusc,False,7,7
5hquho-0.png,5hquho,5hquho,True,6,6
5iyp-0.png,5iyp,5iyn,False,4,4
5kag-0.png,5kag,5h3g,False,4,4
5klh-0.png,5klh,5klh,True,4,4
5lpve-0.png,5lpve,5ipve,False,5,5
5lqfxb-0.png,5lqfxb,5lafxb,False,6,6
5mi1hb-0.png,5mi1hb,5lt7ii1f1b,False,6,10
5nkkc244-0.png,5nkkc244,5llkkc2llll,False,8,11
5ns95-0.png,5ns95,5ns95,True,5,5
5qktumj-0.png,5qktumj,5qkrumj,False,7,7
5qzyntfq-0.png,5qzyntfq,5qzyntfq,True,8,8
5rc37-0.png,5rc37,5ny,False,5,3
5rnv1ah1-0.png,5rnv1ah1,5rnv1ah1,True,8,8
5rrvmra-0.png,5rrvmra,5rrvmra,True,7,7
5ry4908-0.png,5ry4908,5ry49ob,False,7,7
5u24m-0.png,5u24m,5u24m,True,5,5
5u5bn-0.png,5u5bn,4xn,False,5,3
5u6kf9x-0.png,5u6kf9x,su6kf9x,False,7,7
5umc-0.png,5umc,5uuc,False,4,4
5unc7-0.png,5unc7,sunc7,False,5,5
5unrn-0.png,5unrn,g9nfh,False,5,5
5unt2o-0.png,5unt2o,5unt2o,True,6,6
5wqfn9sb-0.png,5wqfn9sb,wqh4,False,8,4
5x53y583-0.png,5x53y583,5x53y583,True,8,8
5xdkm-0.png,5xdkm,5x0kn,False,5,5
5xg9-0.png,5xg9,5xg9,True,4,4
5xnhd3u-0.png,5xnhd3u,sxnhd3u,False,7,7
5yr6km-0.png,5yr6km,5yr6km,True,6,6
5z4z-0.png,5z4z,5z4z,True,4,4
5z9sa-0.png,5z9sa,5z9sa,True,5,5
5zlui1t-0.png,5zlui1t,5zlui1t,True,7,7
6046f2bl-0.png,6046f2bl,6046f2bl,True,8,8
60dmyc0q-0.png,60dmyc0q,60dmyc0q,True,8,8
60rk8nk7-0.png,60rk8nk7,6ork8nk7,False,8,8
61mxp8b-0.png,61mxp8b,6lmxp0b,False,7,7
62h2rq-0.png,62h2rq,62h2rq,True,6,6
63xk-0.png,63xk,63xk,True,4,4
63zdn-0.png,63zdn,622dn,False,5,5
640042-0.png,640042,640042,True,6,6
64alz-0.png,64alz,64alz,True,5,5
64q0-0.png,64q0,64q0,True,4,4
66qv60-0.png,66qv60,66qq60,False,6,6
66yeec0o-0.png,66yeec0o,66yeec00,False,8,8
674yz-0.png,674yz,674yz,True,5,5
6887qv-0.png,6887qv,6887qv,True,6,6
68nyv-0.png,68nyv,68a4u,False,5,5
69a27m-0.png,69a27m,69a27m,True,6,6
6b8qqt-0.png,6b8qqt,6b8qqt,True,6,6
6cn8khq-0.png,6cn8khq,gn8wq,False,7,5
6dr3-0.png,6dr3,vjvs,False,4,4
6e2y-0.png,6e2y,6e2y,True,4,4
6e8ky5vl-0.png,6e8ky5vl,6e8wsul,False,8,7
6gmo0yhp-0.png,6gmo0yhp,6gmo0yt1p,False,8,9
6i4pw-0.png,6i4pw,6i4pw,True,5,5
6ip3gj8w-0.png,6ip3gj8w,61p39j8w,False,8,8
6jeolrb-0.png,6jeolrb,6jeolrb,True,7,7
6jgczv-0.png,6jgczv,wv1,False,6,3
6k8o3yk-0.png,6k8o3yk,6y8c3yk,False,7,7
6l3x4ab2-0.png,6l3x4ab2,6l3x4ab2,True,8,8
6lkxo5-0.png,6lkxo5,6lkxo5,True,6,6
6mh8nbc-0.png,6mh8nbc,6mk8nbc,False,7,7
6nez-0.png,6nez,6nez,True,4,4
6nizx-0.png,6nizx,gxixx,False,5,5
6oqlrct-0.png,6oqlrct,6oqllct,False,7,7
6p9kg-0.png,6p9kg,6l9l6,False,5,5
6r2f1-0.png,6r2f1,6f2f1,False,5,5
6rnl-0.png,6rnl,6rnl,True,4,4
6rqy5-0.png,6rqy5,6rqy5,True,5,5
6rsm5vbv-0.png,6rsm5vbv,6rsm5v8v,False,8,8
6s82khq-0.png,6s82khq,6a82khq,False,7,7
6tpoxl-0.png,6tpoxl,6tpoxl,True,6,6
6u7o2j0-0.png,6u7o2j0,6ll7o2j0,False,7,8
6uc8lxm-0.png,6uc8lxm,6uc8lxm,True,7,7
6ud6o-0.png,6ud6o,8ud6e,False,5,5
6uj1k-0.png,6uj1k,6ujik,False,5,5
6umph5p0-0.png,6umph5p0,6umph5p0,True,8,8
6vt9-0.png,6vt9,6vt9,True,4,4
6xhz-0.png,6xhz,6xhz,True,4,4
6yjb6-0.png,6yjb6,6yjb6,True,5,5
6yub4j6-0.png,6yub4j6,6yub4j6,True,7,7
6ziffcz-0.png,6ziffcz,8ziffcz,False,7,7
70vh-0.png,70vh,70uh,False,4,4
71ultls-0.png,71ultls,71ultls,True,7,7
728h-0.png,728h,728h,True,4,4
72cr-0.png,72cr,72cr,True,4,4
72ok-0.png,72ok,72ok,True,4,4
72qrkw-0.png,72qrkw,72qrkw,True,6,6
74d5nqg7-0.png,74d5nqg7,74d5nqq,False,8,7
75jc4s-0.png,75jc4s,75jcx,False,6,5
765xos8-0.png,765xos8,76sxo58,False,7,7
78l9-0.png,78l9,78l9,True,4,4
797v-0.png,797v,797v,True,4,4
79coxr-0.png,79coxr,79cokr,False,6,6
79ioqkt-0.png,79ioqkt,79ioqkt,True,7,7
79kr-0.png,79kr,7gkz,False,4,4
79nl-0.png,79nl,79nl,True,4,4
7al8s1cr-0.png,7al8s1cr,7dhshr,False,8,6
7atr4vpn-0.png,7atr4vpn,7atr4vpn,True,8,8
7ch9mno-0.png,7ch9mno,77ch9nino,False,7,9
7d02g-0.png,7d02g,7d02g,True,5,5
7dfpwcv-0.png,7dfpwcv,7dfdmcu,False,7,7
7dp41-0.png,7dp41,7dp41,True,5,5
7dxl-0.png,7dxl,70xl,False,4,4
7e5o36h-0.png,7e5o36h,7eg036h,False,7,7
7f3t77yk-0.png,7f3t77yk,7q3t77yf,False,8,8
7f53hf-0.png,7f53hf,7fs8al1fs,False,6,9
7gdnfemv-0.png,7gdnfemv,7gdnfemv,True,8,8
7h0a-0.png,7h0a,7l1oa,False,4,5
7i1o5e3-0.png,7i1o5e3,7i1g523,False,7,7
7ib15-0.png,7ib15,7ib13,False,5,5
7juo675-0.png,7juo675,7juo67s,False,7,7
7llyl4h-0.png,7llyl4h,7llyl4hi,False,7,8
7n9jlm-0.png,7n9jlm,7a9z7lm,False,6,7
7olxc3k-0.png,7olxc3k,7olxc3k,True,7,7
7oq8-0.png,7oq8,7oq8,True,4,4
7q0agge-0.png,7q0agge,7q0a66e,False,7,7
7q0s9-0.png,7q0s9,7q0s9,True,5,5
7qbyo-0.png,7qbyo,7qbyo,True,5,5
7qz0lfx-0.png,7qz0lfx,7qz0lfx,True,7,7
7rhv9-0.png,7rhv9,7h2,False,5,3
7ro3nfy-0.png,7ro3nfy,mom,False,7,3
7tei-0.png,7tei,7tei,True,4,4
7udyuhg-0.png,7udyuhg,7upyuug,False,7,7
7uj27-0.png,7uj27,7ujc7,False,5,5
7uyg2l-0.png,7uyg2l,7uugal,False,6,6
7v1pp-0.png,7v1pp,7v1pp,True,5,5
7vseu-0.png,7vseu,7vseu,True,5,5
7xd9dnsu-0.png,7xd9dnsu,7wdoduiir,False,8,9
7xfza9sy-0.png,7xfza9sy,7xfza9sy,True,8,8
7y05t-0.png,7y05t,7y05t,True,5,5
7yd13j-0.png,7yd13j,7dfgl,False,6,5
7zhp-0.png,7zhp,7zhp,True,4,4
7zns-0.png,7zns,7zns,True,4,4
80fntlo-0.png,80fntlo,80fntl0,False,7,7
80qkq-0.png,80qkq,8qqkq,False,5,5
80xo-0.png,80xo,8oxa,False,4,4
81dbfmjt-0.png,81dbfmjt,81dbfmjt,True,8,8
81jv-0.png,81jv,81jv,True,4,4
825u-0.png,825u,nrnl,False,4,4
83ii1ma7-0.png,83ii1ma7,e3ii1m01,False,8,8
8437vw2-0.png,8437vw2,04j7v1ll2,False,7,9
845ios-0.png,845ios,8451e8,False,6,6
847n4v-0.png,847n4v,847n4v,True,6,6
857txd-0.png,857txd,85ii5ltxd,False,6,9
85yt3-0.png,85yt3,85yl2,False,5,5
86zf1-0.png,86zf1,86zf1,True,5,5
88do-0.png,88do,8800,False,4,4
88gtnpju-0.png,88gtnpju,88gtnpju,True,8,8
8954-0.png,8954,89s4,False,4,4
89uxia-0.png,89uxia,89uhf3,False,6,6
8a27-0.png,8a27,8a27,True,4,4
8cmn-0.png,8cmn,8cmn,True,4,4
8drskum-0.png,8drskum,8dlski1luu,False,7,10
8dz3-0.png,8dz3,8dz3,True,4,4
8ej7j-0.png,8ej7j,8ej7j,True,5,5
8eqthhxs-0.png,8eqthhxs,8eqwx,False,8,5
8f37hk9-0.png,8f37hk9,8fm7hk9,False,7,7
8fa95b-0.png,8fa95b,8fa94,False,6,5
8fh1jn7o-0.png,8fh1jn7o,8f5l11lfi717o,False,8,13
8fhur-0.png,8fhur,8fhur,True,5,5
8ga7-0.png,8ga7,8gx7,False,4,4
8gjjfa-0.png,8gjjfa,8gjjfa,True,6,6
8gs204ht-0.png,8gs204ht,8gs20qh1,False,8,8
8gti-0.png,8gti,8gti,True,4,4
8gvjbeg-0.png,8gvjbeg,8gvjbeg,True,7,7
8haa6hf-0.png,8haa6hf,8haa6n,False,7,6
8hr836-0.png,8hr836,8hb836,False,6,6
8jhd43-0.png,8jhd43,8jhdy3,False,6,6
8jmqsxc-0.png,8jmqsxc,8lmqsxc,False,7,7
8jqv6j-0.png,8jqv6j,8jqv6j,True,6,6
8jyb-0.png,8jyb,8jyb,True,4,4
8k5y2-0.png,8k5y2,8xsy2,False,5,5
8kpdpt-0.png,8kpdpt,8kpdpt,True,6,6
8m5k7-0.png,8m5k7,8rn5k7,False,5,6
8p2da-0.png,8p2da,8p20n,False,5,5
8py2-0.png,8py2,8py2,True,4,4
8ry9l4e-0.png,8ry9l4e,8ry9l4e,True,7,7
8s3cl-0.png,8s3cl,8s3cl,True,5,5
8sjkrn-0.png,8sjkrn,8syrn,False,6,5
8t95-0.png,8t95,8t95,True,4,4
8u7c6-0.png,8u7c6,ze7c6,False,5,5
8vj93y-0.png,8vj93y,dvjv3y,False,6,6
8vks9h-0.png,8vks9h,8vksqh,False,6,6
8vlq5ln-0.png,8vlq5ln,8vlqsln,False,7,7
8vs59cma-0.png,8vs59cma,0usg0ced,False,8,8
8vvo6nxj-0.png,8vvo6nxj,8vvo6nxj,True,8,8
8w853lv-0.png,8w853lv,8w853lv,True,7,7
8wcq-0.png,8wcq,8wcq,True,4,4
8xbs5m1-0.png,8xbs5m1,8xbs5m1,True,7,7
8y3quw-0.png,8y3quw,8y3quw,True,6,6
8y9a-0.png,8y9a,8y9a,True,4,4
