filename,expected,predicted,correct,char_matches,total_chars
5rnv1ah1-0.png,5rnv1ah1,5rnv1ah1,True,8,8
5rrvmra-0.png,5rrvmra,5rrvmra,True,7,7
5ry4908-0.png,5ry4908,5ry4qq8,False,5,7
5u24m-0.png,5u24m,5u24m,True,5,5
5u5bn-0.png,5u5bn,45h,False,0,5
5u6kf9x-0.png,5u6kf9x,5u6kf8x,False,6,7
5umc-0.png,5umc,5uhc,False,3,4
5unc7-0.png,5unc7,6unc7,False,4,5
5unrn-0.png,5unrn,8dnrn,False,3,5
5unt2o-0.png,5unt2o,5unt2o,True,6,6
5wqfn9sb-0.png,5wqfn9sb,wqhh,False,0,8
5x53y583-0.png,5x53y583,5x53y583,True,8,8
5xdkm-0.png,5xdkm,5xdkm,True,5,5
5xg9-0.png,5xg9,5xg9,True,4,4
5xnhd3u-0.png,5xnhd3u,sxnhd3u,False,6,7
5yr6km-0.png,5yr6km,5yr6km,True,6,6
5z4z-0.png,5z4z,5z4z,True,4,4
5z9sa-0.png,5z9sa,5z9sa,True,5,5
5zlui1t-0.png,5zlui1t,5zlui1t,True,7,7
6046f2bl-0.png,6046f2bl,6046fzkl,False,6,8
60dmyc0q-0.png,60dmyc0q,60dwyc0q,False,7,8
60rk8nk7-0.png,60rk8nk7,60rk8nk7,True,8,8
61mxp8b-0.png,61mxp8b,6lmxp0b,False,5,7
62h2rq-0.png,62h2rq,62h2rq,True,6,6
63xk-0.png,63xk,63xk,True,4,4
63zdn-0.png,63zdn,63zdn,True,5,5
640042-0.png,640042,640042,True,6,6
64alz-0.png,64alz,64alz,True,5,5
64q0-0.png,64q0,64q0,True,4,4
66qv60-0.png,66qv60,66q460,False,5,6
66yeec0o-0.png,66yeec0o,66yeec0d,False,7,8
674yz-0.png,674yz,674yz,True,5,5
6887qv-0.png,6887qv,68870v,False,5,6
68nyv-0.png,68nyv,60a4u,False,1,5
69a27m-0.png,69a27m,69a27m,True,6,6
6b8qqt-0.png,6b8qqt,688qqt,False,5,6
6cn8khq-0.png,6cn8khq,bn8ba,False,0,7
6dr3-0.png,6dr3,caxv,False,0,4
6e2y-0.png,6e2y,gezy,False,2,4
6e8ky5vl-0.png,6e8ky5vl,6o8w5vl,False,2,8
6gmo0yhp-0.png,6gmo0yhp,6gmc0yt1p,False,5,8
6i4pw-0.png,6i4pw,6i4pw,True,5,5
6ip3gj8w-0.png,6ip3gj8w,6ip39j8w,False,7,8
6jeolrb-0.png,6jeolrb,6jeolrb,True,7,7
6jgczv-0.png,6jgczv,wky,False,0,6
6k8o3yk-0.png,6k8o3yk,6x8c3yk,False,5,7
6l3x4ab2-0.png,6l3x4ab2,6l3x4ab2,True,8,8
6lkxo5-0.png,6lkxo5,6lkx05,False,5,6
6mh8nbc-0.png,6mh8nbc,6mh8kbc,False,6,7
6nez-0.png,6nez,6nez,True,4,4
6nizx-0.png,6nizx,cmizx,False,3,5
6oqlrct-0.png,6oqlrct,6oqlvct,False,6,7
6p9kg-0.png,6p9kg,6pgk6,False,3,5
6r2f1-0.png,6r2f1,6kzf1,False,3,5
6rnl-0.png,6rnl,6ral,False,3,4
6rqy5-0.png,6rqy5,6rqy5,True,5,5
6rsm5vbv-0.png,6rsm5vbv,6rsm5vbv,True,8,8
6s82khq-0.png,6s82khq,6s82khq,True,7,7
6tpoxl-0.png,6tpoxl,6tp0xl,False,5,6
6u7o2j0-0.png,6u7o2j0,6ll7o2j0,False,1,7
6uc8lxm-0.png,6uc8lxm,sucblxm,False,5,7
6ud6o-0.png,6ud6o,8cd8e,False,1,5
6uj1k-0.png,6uj1k,6ulak,False,3,5
6umph5p0-0.png,6umph5p0,6umph5p0,True,8,8
6vt9-0.png,6vt9,6vt9,True,4,4
6xhz-0.png,6xhz,6xhz,True,4,4
6yjb6-0.png,6yjb6,6yjb6,True,5,5
6yub4j6-0.png,6yub4j6,6yub4j6,True,7,7
6ziffcz-0.png,6ziffcz,6ziffcz,True,7,7
70vh-0.png,70vh,70vh,True,4,4
71ultls-0.png,71ultls,71ultl5,False,6,7
728h-0.png,728h,728h,True,4,4
72cr-0.png,72cr,72cr,True,4,4
72ok-0.png,72ok,72ok,True,4,4
72qrkw-0.png,72qrkw,72qrkw,True,6,6
74d5nqg7-0.png,74d5nqg7,74d5nqg,False,7,8
75jc4s-0.png,75jc4s,75sck,False,3,6
765xos8-0.png,765xos8,765ko5b,False,4,7
78l9-0.png,78l9,78l9,True,4,4
797v-0.png,797v,797v,True,4,4
79coxr-0.png,79coxr,79cdkr,False,4,6
79ioqkt-0.png,79ioqkt,79ioqkt,True,7,7
79kr-0.png,79kr,79kr,True,4,4
79nl-0.png,79nl,79nl,True,4,4
7al8s1cr-0.png,7al8s1cr,7ahskr,False,2,8
7atr4vpn-0.png,7atr4vpn,7atr4vpn,True,8,8
7ch9mno-0.png,7ch9mno,y7ch9nino,False,1,7
7d02g-0.png,7d02g,7d02g,True,5,5
7dfpwcv-0.png,7dfpwcv,rdfpmcu,False,4,7
7dp41-0.png,7dp41,7dp41,True,5,5
7dxl-0.png,7dxl,70xi,False,2,4
7e5o36h-0.png,7e5o36h,7o8oa6h,False,4,7
7f3t77yk-0.png,7f3t77yk,7f3k77yk,False,7,8
7f53hf-0.png,7f53hf,7fe5ai1fe,False,2,6
7gdnfemv-0.png,7gdnfemv,7gdnfemv,True,8,8
7h0a-0.png,7h0a,7rz0a,False,1,4
7i1o5e3-0.png,7i1o5e3,7iio523,False,5,7
7ib15-0.png,7ib15,7ib15,True,5,5
7juo675-0.png,7juo675,7juo675,True,7,7
7llyl4h-0.png,7llyl4h,7llyl4hz,False,7,7
7n9jlm-0.png,7n9jlm,7n905lm,False,3,6
7olxc3k-0.png,7olxc3k,7olxc3k,True,7,7
7oq8-0.png,7oq8,7oq8,True,4,4
7q0agge-0.png,7q0agge,7q0agge,True,7,7
7q0s9-0.png,7q0s9,7q0s8,False,4,5
7qbyo-0.png,7qbyo,7qby0,False,4,5
7qz0lfx-0.png,7qz0lfx,7qzoifx,False,5,7
7rhv9-0.png,7rhv9,ah8,False,0,5
7ro3nfy-0.png,7ro3nfy,5om,False,0,7
7tei-0.png,7tei,7te8,False,3,4
7udyuhg-0.png,7udyuhg,7udyuhc,False,6,7
7uj27-0.png,7uj27,7ujc7,False,4,5
7uyg2l-0.png,7uyg2l,7uko2l,False,4,6
7v1pp-0.png,7v1pp,7v7pp,False,4,5
7vseu-0.png,7vseu,7vseu,True,5,5
7xd9dnsu-0.png,7xd9dnsu,7xd9dnylc,False,6,8
7xfza9sy-0.png,7xfza9sy,7xfza9sy,True,8,8
7y05t-0.png,7y05t,7y05t,True,5,5
7yd13j-0.png,7yd13j,3bf5l,False,0,6
7zhp-0.png,7zhp,7zhp,True,4,4
7zns-0.png,7zns,7zns,True,4,4
80fntlo-0.png,80fntlo,80fntl0,False,6,7
80qkq-0.png,80qkq,809k9,False,3,5
80xo-0.png,80xo,80xo,True,4,4
81dbfmjt-0.png,81dbfmjt,81dbfmjt,True,8,8
81jv-0.png,81jv,81jv,True,4,4
825u-0.png,825u,lell,False,0,4
83ii1ma7-0.png,83ii1ma7,b3ii1ma1,False,6,8
8437vw2-0.png,8437vw2,04j7v11l2,False,3,7
845ios-0.png,845ios,845le8,False,3,6
847n4v-0.png,847n4v,847n4v,True,6,6
857txd-0.png,857txd,85crritxa,False,2,6
85yt3-0.png,85yt3,85yla,False,3,5
86zf1-0.png,86zf1,86zf1,True,5,5
88do-0.png,88do,8800,False,2,4
88gtnpju-0.png,88gtnpju,88gtnpju,True,8,8
8954-0.png,8954,8954,True,4,4
89uxia-0.png,89uxia,89uhi2,False,4,6
8a27-0.png,8a27,8az7,False,3,4
8cmn-0.png,8cmn,8cmn,True,4,4
8drskum-0.png,8drskum,8diskiziii,False,4,7
8dz3-0.png,8dz3,8dz3,True,4,4
8ej7j-0.png,8ej7j,8ej7j,True,5,5
8eqthhxs-0.png,8eqthhxs,beqwh,False,3,8
8f37hk9-0.png,8f37hk9,8f37hk9,True,7,7
8fa95b-0.png,8fa95b,8fe95,False,4,6
8fh1jn7o-0.png,8fh1jn7o,8fyli1iiiri7o,False,2,8
8fhur-0.png,8fhur,8fhur,True,5,5
8ga7-0.png,8ga7,6ga7,False,3,4
8gjjfa-0.png,8gjjfa,8gjjfa,True,6,6
8gs204ht-0.png,8gs204ht,8os204ht,False,7,8
8gti-0.png,8gti,8gti,True,4,4
8gvjbeg-0.png,8gvjbeg,8gvjbeg,True,7,7
8haa6hf-0.png,8haa6hf,8haa6n,False,5,7
8hr836-0.png,8hr836,8h2836,False,5,6
8jhd43-0.png,8jhd43,0jhd4a,False,4,6
8jmqsxc-0.png,8jmqsxc,8imqsxc,False,6,7
8jqv6j-0.png,8jqv6j,8jqv6j,True,6,6
8jyb-0.png,8jyb,8jyt,False,3,4
8k5y2-0.png,8k5y2,8k5y2,True,5,5
8kpdpt-0.png,8kpdpt,8kpdpt,True,6,6
8m5k7-0.png,8m5k7,8rn5k7,False,1,5
8p2da-0.png,8p2da,8p20n,False,3,5
8py2-0.png,8py2,8py2,True,4,4
8ry9l4e-0.png,8ry9l4e,8ry9l4e,True,7,7
8s3cl-0.png,8s3cl,bs3cl,False,4,5
8sjkrn-0.png,8sjkrn,8sxrn,False,2,6
8t95-0.png,8t95,8t95,True,4,4
8u7c6-0.png,8u7c6,ze7c6,False,3,5
8vj93y-0.png,8vj93y,dvjy3x,False,3,6
8vks9h-0.png,8vks9h,8vks9h,True,6,6
8vlq5ln-0.png,8vlq5ln,8vlq5ln,True,7,7
8vs59cma-0.png,8vs59cma,8u45dced,False,3,8
8vvo6nxj-0.png,8vvo6nxj,8vvo6nxj,True,8,8
8w853lv-0.png,8w853lv,8w853lv,True,7,7
8wcq-0.png,8wcq,8wc8,False,3,4
8xbs5m1-0.png,8xbs5m1,8xbs5m1,True,7,7
8y3quw-0.png,8y3quw,8y3quw,True,6,6
8y9a-0.png,8y9a,8y9a,True,4,4
8yelx3b2-0.png,8yelx3b2,0yelxjbi,False,5,8
905l4de-0.png,905l4de,905l4de,True,7,7
